Write Threshold,Trace Name,Slow Chip,Fast Read Cost,Fast Write Cost,Slow Write Cost,Write Proportion,Average Read Block Size,Read Block Size Variance,Read Block Size Std Dev,Read Block Size Max,Read Block Size Min,Damage Threshold,Normalized Cost (%)
12,pr_road,DDR5_2400AN,8.998445326113053,8.987205828595918,29.469842499338228,0.158666,63.63001058841325,184.18741580687626,13.571566446319904,166,23,27.31490064574069,0.006474249904656677
12,bfs_road,DDR5_2400AN,9.020241957958437,8.990220360404436,29.43107387475538,0.196224,49.154598825831705,224.6840248390593,14.989463794247587,164,12,27.193310702247302,3.0661361253520862
12,620,DDR5_2400AN,8.973649304432223,8.897518382352942,29.124581801470583,0.01088,1091.2880794701987,5592942.8496813,2364.940348017535,64612,67,27.048612308654207,0.0
12,bc_web,DDR5_2400AN,8.956817913002084,8.928123383854889,29.308613898768634,0.315179,26.07371306731648,256.1320168862959,16.004124995959508,2315,12,27.304996992731436,24.499158822308218
12,607,DDR5_2400AN,12.218397391443107,32.69222191246167,38.833755227209366,0.003587,3282.7852348993288,34070436.93374172,5836.988687134978,86350,26,6.031756654811822,0.0
12,623,DDR5_2400AN,9.05383346966073,7.9050042408821035,27.93698897370653,0.001179,10005.142857142857,3495314870.0612245,59121.187996024106,530279,85,26.55050124341429,0.0
12,pr_twi,DDR5_2400AN,9.013562415431574,8.923525627278575,29.3118378726142,0.04663,245.2939510939511,23772.659023899796,154.18384812910784,1684,61,27.143512816326687,0.0
12,600,DDR5_2400AN,9.01470858963225,7.503875968992248,25.660581395348835,0.000516,17248.302325581397,1953670615.3737154,44200.346326400155,243256,28,24.169440747853102,0.0
12,bc_twi,DDR5_2400AN,8.999128883777258,8.991055386297946,29.409708616514333,0.179214,54.95741261550824,899.8587728956383,29.997646122581656,578,15,27.227506342786292,2.01272533945071
12,628,DDR5_2400AN,9.13095924480239,8.743589743589743,28.867208726945567,0.004446,2679.3351351351353,116288184.94714391,10783.69996555653,105537,12,26.44666582404574,41.04914853856984
12,pr_web,DDR5_2400AN,8.995711376819923,8.921183505234437,29.31649147589837,0.051677,220.22480260102182,26829.87886462662,163.798287123604,2046,41,27.206708329773765,0.0
12,bfs_twi,DDR5_2400AN,9.000690027020113,8.940621854971132,29.22425922983209,0.018879,623.6764144945963,228399.86414175312,477.91198367665265,2955,23,27.04277647242963,0.021558017582125073
12,bc_road,DDR5_2400AN,9.001341970455558,9.001064561293049,29.45195974549943,0.241414,37.7070636774867,109.74284069450857,10.47582171929766,181,14,27.263795000342192,4.114365108063788
12,605,DDR5_2400AN,9.240661145123514,1.131578947368421,1.5371052631578948,3.8e-05,305651.3333333333,13557997761.555557,116438.8155279654,461003,180685,0.5266198720036108,0.0
12,603,DDR5_2400AN,10.899018358630391,14.061400737230121,31.413932069510267,0.01899,616.4418457648546,2106938.546238818,1451.5297262677118,53565,56,19.10542483144589,0.0
